uct_time,launch_name,payloads,rocket_name,rocket_boosters,rocket_height,rocket_diameter,rocket_mass,launchpad_name,launchpad_region,launchpad_geo,landpad,landpad_name,landpad_type,landpad_region,landpad_geo,outcome
2022-11-08T00:00:00.000Z,Galaxy 31 (23R) & 32 (17R),"[{'type': 'Satellite', 'mass': 6600, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
2022-11-15T00:00:00.000Z,Eutelsat 10B,"[{'type': 'Satellite', 'mass': 5510, 'orbit': 'GTO'}]",Falcon 9,0,,,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
2022-11-22T00:00:00.000Z,ispace Mission 1 & Rashid,"[{'type': 'Satellite', 'mass': 5500, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
2022-11-18T22:00:00.000Z,CRS-26,[],Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,,,,"(nan, nan)",Success
2022-11-01T00:00:00.000Z,Starlink 4-37 (v1.5),"[{'type': 'Satellite', 'mass': 3750, 'orbit': 'GTO'}]",Falcon 9,0,70.0,,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
2022-11-01T00:00:00.000Z,"O3b mPower 1,2","[{'type': 'Satellite', 'mass': 5100, 'orbit': 'MEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
2022-12-05T00:00:00.000Z,SWOT,"[{'type': 'Satellite', 'mass': 6000, 'orbit': 'LEO'}]",Falcon 9,0,,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,,,,"(nan, nan)",Success
2022-11-01T00:00:00.000Z,SES-18 & SES-19,"[{'type': 'Satellite', 'mass': 1001, 'orbit': 'BLT'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
2022-12-01T00:00:00.000Z,Transporter-6,[],Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
2022-12-01T00:00:00.000Z,TTL-1,"[{'type': 'Satellite', 'mass': None, 'orbit': 'PO'}]",Falcon 9,0,70.0,,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,,,,"(nan, nan)",Success
2022-12-01T00:00:00.000Z,WorldView Legion 1 & 2,"[{'type': 'Satellite', 'mass': None, 'orbit': 'SSO'}]",Falcon 9,0,70.0,,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
2022-12-01T00:00:00.000Z,Viasat-3 & Arcturus,[],Falcon Heavy,2,70.0,,1420788.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,,,,"(nan, nan)",Success
2022-12-01T00:00:00.000Z,O3b mPower 3.4,"[{'type': 'Satellite', 'mass': 5100, 'orbit': 'MEO'}]",Falcon 9,0,70.0,,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
