SKU,Name,Price,InStock,Categories,Tags
9413,Fletchinder,147.0,36,"Ember, Pokemon","Ember, Flame Body, fletchinder"
6530,Talonflame,84.0,205,"Pokemon, Scorching","Flame Body, Scorching, talonflame"
5928,Scatterbug,40.0,50,"Pokemon, Scatterdust","scatterbug, Scatterdust, Shield Dust"
2784,Spewpa,155.0,168,"Pokemon, Scatterdust","Scatterdust, Shed Skin, spewpa"
9125,Vivillon,177.0,208,"Pokemon, Scale","Scale, Shield Dust, vivillon"
5074,Litleo,34.0,288,"Lion Cub, Pokemon","Lion Cub, litleo, Rivalry"
5896,Pyroar,127.0,38,"Pokemon, Royal","pyroar, Rivalry, Royal"
1253,Flabebe,79.0,24,"Pokemon, Single Bloom","flabebe, Flower Veil, Single Bloom"
4585,Floette,149.0,270,"Pokemon, Single Bloom","floette, Flower Veil, Single Bloom"
9793,Florges,93.0,25,"Garden, Pokemon","florges, Flower Veil, Garden"
5049,Skiddo,129.0,271,"Mount, Pokemon","Mount, Sap Sipper, skiddo"
6039,Gogoat,97.0,104,"Mount, Pokemon","gogoat, Mount, Sap Sipper"
3178,Pangoro,76.0,271,"Daunting, Pokemon","Daunting, Iron Fist, pangoro"
6858,Furfrou,165.0,180,"Pokemon, Poodle","Fur Coat, furfrou, Poodle"
6882,Espurr,149.0,169,"Pokemon, Restraint","espurr, Keen Eye, Restraint"
2418,Honedge,101.0,101,"Pokemon, Sword","honedge, No Guard, Sword"
3642,Doublade,164.0,144,"Pokemon, Sword","doublade, No Guard, Sword"
7207,Spritzee,58.0,241,"Perfume, Pokemon","Healer, Perfume, spritzee"
7781,Aromatisse,194.0,198,"Fragrance, Pokemon","aromatisse, Fragrance, Healer"
1694,Swirlix,90.0,129,"Cotton Candy, Pokemon","Cotton Candy, Sweet Veil, swirlix"
1013,Slurpuff,66.0,262,"Meringue, Pokemon","Meringue, slurpuff, Sweet Veil"
5522,Inkay,38.0,167,"Pokemon, Revolving","inkay, Revolving, Suction Cups"
8034,Malamar,58.0,294,"Overturning, Pokemon","malamar, Overturning, Suction Cups"
2430,Binacle,102.0,143,"Pokemon, Two-Handed","binacle, Sniper, Two-Handed"
2186,Barbaracle,165.0,123,"Collective, Pokemon","barbaracle, Collective, Sniper"
4439,Skrelp,63.0,184,"Mock Kelp, Pokemon","Mock Kelp, Poison Point, skrelp"
8707,Dragalge,151.0,254,"Mock Kelp, Pokemon","dragalge, Mock Kelp, Poison Point"
3133,Clauncher,29.0,152,"Pokemon, Water Gun","clauncher, Mega Launcher, Water Gun"
1535,Clawitzer,69.0,65,"Howitzer, Pokemon","clawitzer, Howitzer, Mega Launcher"
3461,Helioptile,62.0,126,"Generator, Pokemon","Generator, helioptile, Sand Veil"
3157,Heliolisk,83.0,43,"Generator, Pokemon","Generator, heliolisk, Sand Veil"
6058,Tyrunt,62.0,148,"Pokemon, Royal Heir","Royal Heir, Strong Jaw, tyrunt"
2750,Tyrantrum,26.0,58,"Despot, Pokemon","Despot, Strong Jaw, tyrantrum"
3786,Amaura,155.0,187,"Pokemon, Tundra","amaura, Refrigerate, Tundra"
3008,Aurorus,189.0,243,"Pokemon, Tundra","aurorus, Refrigerate, Tundra"
8161,Sylveon,48.0,20,"Intertwining, Pokemon","Cute Charm, Intertwining, sylveon"
2009,Hawlucha,44.0,30,"Pokemon, Wrestling","hawlucha, Limber, Wrestling"
3410,Dedenne,118.0,71,"Antenna, Pokemon","Antenna, dedenne, Pickup"
1834,Carbink,171.0,290,"Jewel, Pokemon","carbink, Clear Body, Jewel"
3506,Goomy,110.0,122,"Pokemon, Soft Tissue","goomy, Hydration, Soft Tissue"
8675,Sliggoo,109.0,232,"Pokemon, Soft Tissue","Hydration, sliggoo, Soft Tissue"
1614,Goodra,192.0,185,"Dragon, Pokemon","Dragon, goodra, Hydration"
2856,Klefki,179.0,30,"Key Ring, Pokemon","Key Ring, klefki, Prankster"
3436,Trevenant,53.0,167,"Elder Tree, Pokemon","Elder Tree, Natural Cure, trevenant"
7042,Bergmite,119.0,248,"Ice Chunk, Pokemon","bergmite, Ice Chunk, Own Tempo"
5514,Avalugg,71.0,156,"Iceberg, Pokemon","avalugg, Iceberg, Own Tempo"
6099,Noibat,126.0,136,"Pokemon, Sound Wave","Frisk, noibat, Sound Wave"
1413,Noivern,75.0,159,"Pokemon, Sound Wave","Frisk, noivern, Sound Wave"
6107,Xerneas,30.0,171,"Life, Pokemon","Fairy Aura, Life, xerneas"
4540,Yveltal,59.0,215,"Destruction, Pokemon","Dark Aura, Destruction, yveltal"
5609,Zygarde,83.0,80,"Order, Pokemon","Aura Break, Order, zygarde"
1266,Diancie,27.0,231,"Jewel, Pokemon","Clear Body, diancie, Jewel"
3194,Hoopa,189.0,45,"Mischief, Pokemon","hoopa, Magician, Mischief"
4693,Volcanion,45.0,238,"Pokemon, Steam","Steam, volcanion, Water Absorb"
4851,Dartrix,169.0,169,"Blade Quill, Pokemon","Blade Quill, dartrix, Overgrow"
7059,Decidueye,106.0,268,"Arrow Quill, Pokemon","Arrow Quill, decidueye, Overgrow"
6456,Litten,132.0,150,"Fire Cat, Pokemon","Blaze, Fire Cat, litten"
9406,Torracat,184.0,186,"Fire Cat, Pokemon","Blaze, Fire Cat, torracat"
5027,Incineroar,36.0,201,"Heel, Pokemon","Blaze, Heel, incineroar"
7912,Popplio,158.0,83,"Pokemon, Sea Lion","popplio, Sea Lion, Torrent"
9296,Brionne,172.0,174,"Pokemon, Pop Star","brionne, Pop Star, Torrent"
2133,Primarina,143.0,36,"Pokemon, Soloist","primarina, Soloist, Torrent"
3914,Pikipek,51.0,246,"Pokemon, Woodpecker","Keen Eye, pikipek, Woodpecker"
2185,Trumbeak,59.0,30,"Bugle Beak, Pokemon","Bugle Beak, Keen Eye, trumbeak"
9306,Toucannon,77.0,176,"Cannon, Pokemon","Cannon, Keen Eye, toucannon"
1383,Yungoos,159.0,180,"Loitering, Pokemon","Loitering, Strong Jaw, yungoos"
3078,Gumshoos,123.0,125,"Pokemon, Stakeout","gumshoos, Stakeout, Strong Jaw"
3728,Grubbin,77.0,47,"Larva, Pokemon","grubbin, Larva, Swarm"
8497,Charjabug,76.0,21,"Battery, Pokemon","Battery, charjabug"
8322,Vikavolt,88.0,62,"Pokemon, Stag Beetle","Levitate, Stag Beetle, vikavolt"
5483,Crabrawler,181.0,212,"Boxing, Pokemon","Boxing, crabrawler, Hyper Cutter"
3027,Crabominable,65.0,188,"Pokemon, Woolly Crab","crabominable, Hyper Cutter, Woolly Crab"
3090,Cutiefly,118.0,23,"Bee Fly, Pokemon","Bee Fly, cutiefly, Shield Dust"
4694,Ribombee,100.0,233,"Bee Fly, Pokemon","Bee Fly, ribombee, Shield Dust"
9049,Rockruff,149.0,296,"Pokemon, Puppy","Keen Eye, Puppy, rockruff"
2097,Mareanie,47.0,99,"Brutal Star, Pokemon","Brutal Star, Limber, mareanie"
2160,Toxapex,91.0,37,"Brutal Star, Pokemon","Brutal Star, Limber, toxapex"
9977,Mudbray,96.0,117,"Donkey, Pokemon","Donkey, mudbray, Own Tempo"
6401,Mudsdale,111.0,136,"Draft Horse, Pokemon","Draft Horse, mudsdale, Own Tempo"
1034,Dewpider,84.0,23,"Pokemon, Water Bubble","dewpider, Water Bubble"
8489,Araquanid,48.0,281,"Pokemon, Water Bubble","araquanid, Water Bubble"
9109,Fomantis,104.0,209,"Pokemon, Sickle Grass","fomantis, Leaf Guard, Sickle Grass"
1903,Lurantis,159.0,269,"Bloom Sickle, Pokemon","Bloom Sickle, Leaf Guard, lurantis"
8895,Morelull,87.0,71,"Illuminating, Pokemon","Effect Spore, Illuminating, morelull"
1758,Shiinotic,75.0,123,"Illuminating, Pokemon","Effect Spore, Illuminating, shiinotic"
7448,Salandit,158.0,54,"Pokemon, Toxic Lizard","Corrosion, salandit, Toxic Lizard"
4114,Salazzle,166.0,142,"Pokemon, Toxic Lizard","Corrosion, salazzle, Toxic Lizard"
6729,Stufful,70.0,69,"Flailing, Pokemon","Flailing, Klutz, stufful"
7159,Bewear,117.0,96,"Pokemon, Strong Arm","bewear, Klutz, Strong Arm"
6963,Bounsweet,193.0,76,"Fruit, Pokemon","bounsweet, fruit, Oblivious"
9509,Steenee,27.0,30,"Fruit, Pokemon","fruit, Oblivious, steenee"
1097,Tsareena,186.0,96,"Fruit, Pokemon","fruit, Leaf Guard, tsareena"
1719,Comfey,28.0,266,"Pokemon, Posy Picker","comfey, Flower Veil, Posy Picker"
6539,Oranguru,139.0,241,"Pokemon, Sage","Inner Focus, oranguru, Sage"
8046,Passimian,182.0,144,"Pokemon, Teamwork","passimian, Receiver, Teamwork"
2207,Wimpod,137.0,87,"Pokemon, Turn Tail","Turn Tail, Wimp Out, wimpod"
6420,Golisopod,32.0,10,"Hard Scale, Pokemon","Emergency Exit, golisopod, Hard Scale"
7020,Sandygast,131.0,276,"Pokemon, Sand Heap","Sand Heap, sandygast, Water Compaction"
8991,Palossand,187.0,19,"Pokemon, Sand Castle","palossand, Sand Castle, Water Compaction"
3988,Pyukumuku,97.0,191,"Pokemon, Sea Cucumber","Innards Out, pyukumuku, Sea Cucumber"
5805,Silvally,133.0,64,"Pokemon, Synthetic","RKS System, silvally, Synthetic"
4350,Komala,65.0,231,"Drowsing, Pokemon","Comatose, Drowsing, komala"
4932,Turtonator,117.0,16,"Blast Turtle, Pokemon","Blast Turtle, Shell Armor, turtonator"
9583,Togedemaru,45.0,78,"Pokemon, Roly-Poly","Lightning Rod, Roly-Poly, togedemaru"
7808,Drampa,133.0,245,"Placid, Pokemon","drampa, placid, Sap Sipper"
9665,Jangmo-o,107.0,140,"Pokemon, Scaly","jangmo-o, Scaly, Soundproof"
9648,Hakamo-o,57.0,288,"Pokemon, Scaly","hakamo-o, Scaly, Soundproof"
3513,Kommo-o,170.0,121,"Pokemon, Scaly","kommo-o, Scaly, Soundproof"
9744,Tapu-koko,159.0,215,"Land Spirit, Pokemon","Electric Surge, Land Spirit, tapu-koko"
3073,Tapu-lele,62.0,71,"Land Spirit, Pokemon","Land Spirit, Psychic Surge, tapu-lele"
2204,Tapu-bulu,165.0,175,"Land Spirit, Pokemon","Grassy Surge, Land Spirit, tapu-bulu"
5525,Tapu-fini,123.0,206,"Land Spirit, Pokemon","Land Spirit, Misty Surge, tapu-fini"
4928,Solgaleo,125.0,260,"Pokemon, Sunne","Full Metal Body, solgaleo, Sunne"
3888,Lunala,58.0,195,"Moone, Pokemon","lunala, Moone, Shadow Shield"
6763,Nihilego,67.0,180,"Parasite, Pokemon","Beast Boost, nihilego, Parasite"
5256,Buzzwole,172.0,43,"Pokemon, Swollen","Beast Boost, buzzwole, Swollen"
4102,Pheromosa,62.0,254,"Lissome, Pokemon","Beast Boost, Lissome, pheromosa"
3791,Xurkitree,174.0,120,"Glowing, Pokemon","Beast Boost, Glowing, xurkitree"
9458,Celesteela,151.0,58,"Launch, Pokemon","Beast Boost, celesteela, Launch"
8035,Kartana,197.0,77,"Drawn Sword, Pokemon","Beast Boost, Drawn Sword, kartana"
3767,Guzzlord,73.0,54,"Junkivore, Pokemon","Beast Boost, guzzlord, Junkivore"
6307,Necrozma,68.0,141,"Pokemon, Prism","necrozma, Prism, Prism Armor"
1160,Marshadow,107.0,250,"Gloomdweller, Pokemon","Gloomdweller, marshadow, Technician"
1771,Poipole,130.0,21,"Poison Pin, Pokemon","Beast Boost, poipole, Poison Pin"
9798,Naganadel,30.0,255,"Poison Pin, Pokemon","Beast Boost, naganadel, Poison Pin"
1947,Stakataka,190.0,210,"Pokemon, Rampart","Beast Boost, Rampart, stakataka"
8843,Blacephalon,149.0,205,"Fireworks, Pokemon","Beast Boost, blacephalon, Fireworks"
